external_id,SMILES,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
168,CCC(=O)C,SMILES,-0.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
169,C(C(Cl)Cl)Cl,SMILES,-0.1,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
170,C(=C(Cl)Cl)Cl,SMILES,0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
171,CC(=O)OC,SMILES,-0.13,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
172,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,SMILES,-0.12,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
173,CCCOC(=O)C1=CC=C(C=C1)N,SMILES,0.55,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
174,CC1=CC=CC=C1C,SMILES,0.39,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
175,CC1=CC(=C(C=C1)C)C,SMILES,0.16,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
176,CCC(C)CC,SMILES,1.01,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
177,CC1CCCC1,SMILES,0.93,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
178,CC(C)(C)C1=CC=CC=C1,SMILES,0.43,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
179,C1=CC(=CC=C1C(F)(F)F)Cl,SMILES,0.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
180,CCC1=CC=CC=C1,SMILES,0.22,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
181,C=CC1=CC=CC=C1,SMILES,0.45,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
182,CC(CC1CCCCC1)NC,SMILES,1.08,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
183,CC1=CC=C(C=C1)C,SMILES,0.33,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
184,CCCBr,SMILES,0.27,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
185,C=CC=C,SMILES,-0.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
186,C=CC#N,SMILES,-0.4,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
187,C#CCO,SMILES,-0.23,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
188,CCCC(C)C,SMILES,0.98,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
189,CCCC(=O)C,SMILES,-0.01,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
190,CC(C)OC(=O)C,SMILES,0.4,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
191,CC1=CC(=CC=C1)C,SMILES,0.28,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
192,CC1CCCCC1,SMILES,0.96,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
193,CCCOC(=O)C,SMILES,0.12,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
194,CCCCC,SMILES,0.75,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
195,CC(C)COC(=O)C,SMILES,0.45,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
196,CCCCCC,SMILES,0.78,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
197,C1CCCCC1,SMILES,0.96,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
198,CCCCCCC=C,SMILES,0.74,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
199,CCCCCCCCC,SMILES,0.52,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
200,CC=C,SMILES,-0.06,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
201,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,SMILES,-0.1,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
202,CCC(C)CO,SMILES,0.04,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
203,CCOC(=O)C,SMILES,0,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
204,CCCCCCC,SMILES,0.76,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
205,CCCCCCC1(C(=O)NC(=O)NC1=O)CC,SMILES,0.36,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
206,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,SMILES,-0.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
207,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,SMILES,0.32,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
208,C(=C(F)F)Cl,SMILES,-0.02,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
209,C=COCC(F)(F)F,SMILES,0.13,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
210,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,SMILES,-0.44,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
211,CC(CC1=CC=CC=C1)NC,SMILES,0.93,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
212,CC1CCCCC1C,SMILES,1.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
213,CCCC(C)CC,SMILES,0.9,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
214,CCCCCC(C)C,SMILES,0.86,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
215,CCCCCOC(=O)C,SMILES,0.4,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
216,C(C(Cl)(Cl)Cl)Cl,SMILES,0.33,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
217,CCOC(C)(C)C,SMILES,0.22,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
218,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,SMILES,0.83,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
219,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,SMILES,-0.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
220,CCCCCCCC(C)C,SMILES,1.05,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
221,CCCCCCCCC=C,SMILES,0.96,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
222,CC(C)(C)OC,SMILES,0.36,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
223,CCCCCCCCCC,SMILES,0.67,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
224,FS(F)(F)(F)(F)F,SMILES,0.37,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
225,CC1=CC(=CC=C1)OCC(CNC(C)C)O,SMILES,0.34,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
226,CC(C)(C)C1CCCCC1,SMILES,0.61,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
227,CCCCCCC(C)C,SMILES,0.98,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
228,C1C2CNCC1C3=CC=CC(=O)N3C2,SMILES,-1.09,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
229,[Ne],SMILES,0.2,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
230,[Ar],SMILES,0.03,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
231,[Xe],SMILES,0.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
232,C1CC(OC1CO)N2C=CC(=NC2=O)N,SMILES,-1.18,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
233,CNCCCN1C2=CC=CC=C2SC3=CC=CC=C31,SMILES,0.59,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
234,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,SMILES,-1.23,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
235,CCCCOC(=O)C,SMILES,0.28,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
236,CC(C)CCOC(=O)C,SMILES,0.55,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
237,CCCCCCCC=C,SMILES,0.86,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
238,C(C(F)(F)F)(F)Br,SMILES,0.27,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
239,C(=C(Cl)Cl)(Cl)Cl,SMILES,0.37,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
240,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,SMILES,0.23,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
241,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,SMILES,-0.83,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
242,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C,SMILES,0.18,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
243,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,SMILES,-0.59,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
244,CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,SMILES,-0.92,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
245,C(C(F)(F)F)(OC(F)F)F,SMILES,0.11,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
246,CCCCCCCC1(C(=O)NC(=O)NC1=O)CC,SMILES,0.02,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
247,CCCC1(C(=O)NC(=O)NC1=O)CC,SMILES,0.09,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
248,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,SMILES,0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
249,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,SMILES,-0.82,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
250,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N.Cl.Cl.Cl,SMILES,-1.06,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
251,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N,SMILES,-1.06,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
252,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],SMILES,-1.89,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
253,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,SMILES,-1.89,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
254,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,SMILES,-1.88,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
255,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO,SMILES,-0.45,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
256,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,SMILES,-0.74,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
257,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCC(=O)C3,SMILES,-1.4,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
258,CCC(C)(C)OC,SMILES,0.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
259,[Rn],SMILES,-0.12,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
260,CNCCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,SMILES,1.38,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
261,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,SMILES,-0.93,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
262,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,SMILES,-0.93,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
263,CCC(CC(=O)N)(C1=CC=CC=C1)O,SMILES,0.04,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
264,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,SMILES,-0.56,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
265,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,SMILES,-1.26,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
266,CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O,SMILES,-0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
267,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,SMILES,1.6,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
268,C1CC2=CC=CC=C2NC1,SMILES,0.67,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
269,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC,SMILES,-2,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
270,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN,SMILES,0.97,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
271,C=COCCCCOC=C,SMILES,0.12,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
272,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,SMILES,0.88,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
273,CN(C)CCC1=CC=CC=N1,SMILES,-0.27,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
274,CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,SMILES,1,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
275,C1=CSC(=N1)CCN,SMILES,-0.42,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
276,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,SMILES,0.35,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
277,C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl,SMILES,0.16,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
278,CC1CCC(C(C1)C)C,SMILES,1.02,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
279,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,SMILES,0.14,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
280,C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,SMILES,-0.01,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
281,CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-],SMILES,-0.38,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
282,CC1=CC(=O)N(N1C)C2=CC=C(C=C2)F,SMILES,-0.05,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
283,CCC1(C(=O)NC(=O)NC1=O)C,SMILES,-0.22,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
284,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SMILES,-0.64,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
285,C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,SMILES,-0.08,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
286,CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,SMILES,-0.09,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
287,CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4,SMILES,0.76,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
288,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,SMILES,-0.67,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
289,CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4,SMILES,0.46,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
290,CC1C(=O)NC2(CCCC2)C(=O)N1,SMILES,-0.26,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
291,CNCCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,SMILES,0.53,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
292,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,SMILES,-0.22,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
293,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CCF,SMILES,-0.14,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
294,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,SMILES,-0.25,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
295,CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C,SMILES,-0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
296,CCCN(CCC)CCC1=C2CC(=O)NC2=C(C=C1)O,SMILES,-0.43,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
297,C1CN(CCC12C(=O)NCN2C3=CC=C(C=C3)Br)CCCC(=O)C4=CC=C(C=C4)F,SMILES,0.07,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
298,C1CC2=CC=CC=C2N(C3=CC=CC=C31)CCCN,SMILES,1.05,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
299,C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO,SMILES,-1.28,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
300,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CN(CC4)C)O,SMILES,0.82,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
301,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,SMILES,-0.06,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
302,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,SMILES,-1.48,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
303,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,SMILES,1,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
304,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4,SMILES,1.14,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
305,CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F,SMILES,0.68,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
306,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,SMILES,-0.95,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
307,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,SMILES,0.4,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
308,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,SMILES,-0.62,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
309,CC1=C(C(=O)N2CC(CCC2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,SMILES,-0.67,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
310,CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31,SMILES,-0.48,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
311,C(=CCl)Cl,SMILES,0.04,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
312,C(=CCl)Cl,SMILES,-0.13,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
313,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,SMILES,0.92,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
314,CC1=CSC(=N1)N=C(N)N,SMILES,-0.04,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
315,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,SMILES,-0.19,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
316,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,SMILES,-0.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
317,C1=CC=C(C=C1)C2=CSC(=N2)N=C(N)N,SMILES,-0.18,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
318,CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C,SMILES,0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
319,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,SMILES,-0.15,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
320,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,SMILES,0.45,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
321,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,SMILES,-0.26,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
322,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,SMILES,0.79,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
323,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,SMILES,0,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
324,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,SMILES,0.83,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
325,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C=CC)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,SMILES,-0.78,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
326,C1=CC=C(C=C1)C2=CSC(=N2)CC[NH3+],SMILES,-0.87,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
327,C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl,SMILES,1.64,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
328,C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N,SMILES,0,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
329,C1CN(CCC1COC2=CC=C(C=C2)C#N)CC=CI,SMILES,1.13,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
330,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,SMILES,1.03,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
331,C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F,SMILES,0.16,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
332,CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,SMILES,-0.46,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
333,C(CSC(=N)N)F,SMILES,-0.27,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
334,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3,SMILES,0.69,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
335,CC(CO)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,SMILES,-1.82,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
336,CC(C)(C)[N+](=CC1=CC=CC=C1)[O-],SMILES,0.05,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
